MF281707.1,"Negev virus strain 258719/2008 ORF1, ORF2, and ORF3 genes, complete cds",7107,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage",,,,,,,,,,
NP_640330.1,nonstructural polyprotein [Western equine encephalitis virus],2467,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus; WEEV complex",,,,,,,,,,
NC_032798.1,"Shahe endorna-like virus 1 strain SHWC0209c12790 hypothetical protein gene, complete cds",15435,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_001547.1,"Sindbis virus, complete genome",7542,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus; WEEV complex",,,,,,,,,,
MG673930.1,"Tanay virus isolate YN15_103_01, complete genome",6648,Viruses; unclassified viruses,,,,,,,,,,
KJ826365.1,"Tobacco rattle virus strain HaB segment RNA 1, complete sequence",5124,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobravirus",,,,,,,,,,
AJ417701.1,"Tomato mosaic virus camellia strain, complete genome",4851,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus",,,,,,,,,,
NC_033065.1,"Wenling crustacean virus 1 strain WLJQ101409 RdRp, hypothetical protein, and putative structural protein genes, complete cds",5523,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033707.1,"Wuhan insect virus 8 strain WHCCII10272 hypothetical protein genes, complete cds",7653,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033728.1,"Xinzhou nematode virus 1 strain XZSJSC65770 hypothetical protein genes, complete cds",8127,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_024455.1,"Yerba mate endornavirus strain INTA, complete genome",13954,Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus,,,,,,,,,,
,,,,,,,,,,,,,
Toti-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
NC_009947.1,"Amasya cherry disease associated chrysovirus segment 1, complete sequence",3264,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,,,,,,,,,,
NC_024151.1,"Beauveria bassiana victorivirus NZL/1980 isolate 6887, complete genome",2532,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_025214.1,"Botryosphaeria dothidea victorivirus 1 isolate GY25, complete genome",2523,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_005883.1,"Chalara elegans RNA Virus 1, complete genome",1449,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_007523.1,"Coniothyrium minitans RNA virus, complete genome",2490,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
KP642128.1,"DsRNA virus environmental sample clone thai.aeae_contig5425 proline-alanine-rich protein and PArp-RdRp genes, partial cds",2802,Viruses; dsRNA viruses; environmental samples,,,,,,,,,,
NC_026140.1,"Eimeria tenella RNA virus 1 strain JL610V coat protein (EtRv1gp1) and RNA-dependent RNA polymerase (RDRP) genes, complete cds",3216,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_027563.1,"Fusarium oxysporum f. sp. dianthi mycovirus 1 segment 1, complete sequence",3420,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,,,,,,,,,,
NC_030867.1,"Fusarium poae victorivirus 1 genomic RNA, complete genome",2484,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_003876.1,"Gremmeniella abietina RNA virus L1, complete genome",2478,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_003607.2,"Helminthosporium victoriae virus 190S, complete genome",2508,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_032734.1,"Hubei toti-like virus 2 strain arthropodmix13450 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2271,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032883.1,"Hubei toti-like virus 9 strain QTM27092 hypothetical protein gene, complete cds",3054,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032733.1,"Hubei toti-like virus 10 strain 3mos6210 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2970,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032831.1,"Hubei toti-like virus 12 strain HC21305 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2445,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032878.1,"Hubei toti-like virus 13 strain QTM25941 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",1755,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032919.1,"Hubei toti-like virus 15 strain SCM51462 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2277,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032924.1,"Hubei toti-like virus 16 strain spider123775 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds",2580,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032942.1,"Hubei toti-like virus 17 strain tick107859 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds",2181,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032948.1,"Hubei toti-like virus 18 strain WHCC116098 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2727,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032424.1,"Hubei toti-like virus 19 strain horsefly123848 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2313,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032806.1,"Hubei toti-like virus 20 strain CC62244 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2154,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032819.1,"Hubei toti-like virus 21 strain CC64629 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2103,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032938.1,"Hubei toti-like virus 24 strain tick106628 hypothetical protein and hypothetical protein 2 genes, complete cds",2481,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_003601.1,"Leishmania RNA virus 1 - 4, complete genome",2637,Viruses; dsRNA viruses; Totiviridae; Leishmaniavirus,,,,,,,,,,
NC_006367.1,"Magnaporthe oryzae virus 1, complete genome",2499,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_030224.1,"Nigrospora oryzae victorivirus 1, complete genome",2484,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_007539.1,"Penicillium chrysogenum virus segment 1, complete genome",3354,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,,,,,,,,,,
NC_026135.1,"Phomopsis vexans RNA virus isolate 1, complete genome",2385,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_021565.1,"Rosellinia necatrix victorivirus 1 RNA, complete genome, isolate: W1029",2529,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_030392.1,"Sclerotinia nivalis victorivirus 1 isolate SsSn-1.v, complete genome",2502,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
NC_032851.1,"Shuangao toti-like virus strain insectZJ97483 hypothetical protein 1 and hypothetical protein 2 genes, complete cds",2346,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_001963.1,"Sphaeropsis sapinea RNA virus 1, complete genome",2517,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_014823.1,"Tolypocladium cylindrosporum virus 1, complete genome",2523,Viruses; dsRNA viruses; Totiviridae; Victorivirus,,,,,,,,,,
NC_027701.1,"Trichomonas vaginalis virus 1 strain TVV1-UR1-1, complete genome",2262,Viruses; dsRNA viruses; Totiviridae; Trichomonasvirus,,,,,,,,,,
NC_020997.1,"Ustilaginoidea virens RNA virus 1, complete genome",2472,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,,,,,,,,,,
,,,,,,,,,,,,,
Bunya-Arena-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
NC_009894.1,"Akabane virus segment L, complete sequence",6756,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus,,,,,,,,,,
KM048311.1,"American dog tick phlebovirus isolate FI6 segment L, complete sequence",6537,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus,,,,,,,,,,
KX184200.1,"Blacklegged tick phlebovirus 1 isolate SC2 segment L, complete sequence",6624,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus,,,,,,,,,,
KU230449.1,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",6600,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus,,,,,,,,,,
KP063898.1,"Bunyamwera virus strain SFAbCrEq238 segment L, complete sequence",6717,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus,,,,,,,,,,
KY982865.1,"Crimean-Congo hemorrhagic fever orthonairovirus isolate Russia_Kalmykia_Shch_2_2016 segment L, complete sequence",11838,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus,,,,,,,,,,
MF176372.1,"Culex phasma-like virus strain mosWSX71559 segment L, complete sequence",6336,Viruses; unclassified viruses,,,,,,,,,,
NC_004159.1,"Dugbe virus segment L, complete sequence",12111,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus,,,,,,,,,,
NC_013105.1,"European mountain ash ringspot-associated virus RNA 1, complete genome",6882,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Fimoviridae; Emaravirus,,,,,,,,,,
KP710246.1,"Ferak virus strain C51-CI-2004 segment L, complete sequence",6816,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Feraviridae; Orthoferavirus,,,,,,,,,,
HQ541738.1,"Gouleako virus strain A5/CI/2004 segment L, complete sequence",6216,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Goukovirus,,,,,,,,,,
NC_005222.1,"Hantaan virus segment L, complete genome",6456,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Hantaviridae; Orthohantavirus,,,,,,,,,,
NC_032151.1,"Hubei odonate virus 8 strain QTM19232 RNA-dependent RNA polymerase gene, complete cds",6240,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032135.1,"Hubei odonate virus 9 strain QTM74767 RNA-dependent RNA polymerase gene, complete cds",6273,Viruses; unclassified RNA viruses,,,,,,,,,,
KP710232.1,"Jonchet virus strain B81-CI-2004 segment L, complete sequence",6771,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Jonviridae; Orthojonvirus,,,,,,,,,,
NC_034462.1,"Kigluaik phantom virus strain G10N RNA-dependent RNA polymerase (RdRp) gene, complete cds",6396,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phasmaviridae; Orthophasmavirus,,,,,,,,,,
GU206137.1,"La Crosse virus strain LACV/95/OH-H (CCH-MB96) RNA dependent RNA polymerase gene, complete cds",6792,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus,,,,,,,,,,
MG407659.1,"Leuven phlebovirus isolate CH146_A490 segment L, complete sequence",6633,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; unclassified Phenuiviridae,,,,,,,,,,
NC_034387.1,"Nairobi sheep disease virus isolate Jilin segment L RNA-dependent RNA polymerase gene, complete cds",11976,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus,,,,,,,,,,
MF141048.1,"Norway nairovirus 1 isolate NOR/B1V/Tofte/2014 RNA-dependent RNA-polymerase gene, complete cds",14436,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus; unclassified Nairovirus,,,,,,,,,,
KP691609.1,"Oropouche virus isolate BeH759022 segment L, complete sequence",6759,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus,,,,,,,,,,
MH237599.1,"Phasi Charoen-like phasivirus strain 2b segment L, complete sequence",6654,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phasivirus,,,,,,,,,,
NC_029575.1,"Pigeonpea sterility mosaic emaravirus 1, segment RNA1, RdRp gene for RNA dependent RNA polymerase, genomic RNA",6885,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Fimoviridae; Emaravirus,,,,,,,,,,
AB574183.1,"Puumala virus viral cRNA, L segment, complete sequence, strain: Samara_49/CG/2005",6471,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Hantaviridae; Orthohantavirus,,,,,,,,,,
NC_029567.1,"Raspberry leaf blotch virus segment RNA1, complete genome",6888,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Fimoviridae; Emaravirus,,,,,,,,,,
MF593928.1,"Rift Valley fever phlebovirus isolate rMP12-GM50 segment L, complete sequence",6279,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus,,,,,,,,,,
NC_034517.1,"Sangassou virus strain SA14 RNA polymerase (L) gene, complete cds",6456,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Hantaviridae; Orthohantavirus,,,,,,,,,,
KM817674.1,"Sanxia Water Strider Virus 1 strain SXSSP08 RNA-dependent RNA polymerase (L) gene, complete cds",11805,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; unclassified Peribunyaviridae,,,,,,,,,,
KM048320.1,"South Bay virus isolate H38 segment L, complete sequence",13611,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus; unclassified Nairovirus,,,,,,,,,,
NC_031284.1,"Tacheng Tick Virus 1 strain TC253 RNA-dependent RNA polymerase (L) gene, complete cds",11889,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Nairoviridae; Orthonairovirus,,,,,,,,,,
NC_034459.1,"Tai virus strain F47/CI/2004 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",7278,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Herbevirus,,,,,,,,,,
MG602671.1,"Tomato spotted wilt orthotospovirus isolate Mum-A5 segment L, complete sequence",8640,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Tospoviridae; Orthotospovirus,,,,,,,,,,
MG969386.1,"Uukuniemi phlebovirus strain Lichnov/Czech Republic/2004 segment L, complete sequence",6312,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus,,,,,,,,,,
NC_031293.1,"Wuchang Cockraoch Virus 1 strain WCZL-5 RNA-dependent RNA polymerase (L) gene, complete cds",6366,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
NC_031307.1,"Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds",6288,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phasmaviridae; Orthophasmavirus,,,,,,,,,,
KM817698.1,"Wuhan Mosquito Virus 2 strain QN2-7 RNA-dependent RNA polymerase (L) gene, complete cds",6336,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
NC_031762.1,"Zucchini lethal chlorosis virus isolate ZLCV-SP segment L, complete sequence",8631,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Tospoviridae; Orthotospovirus,,,,,,,,,,
,,,,,,,,,,,,,
Nido-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
NC_001451.1,"Avian infectious bronchitis virus, complete genome",27608,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Gammacoronavirus",,,,,,,,,,
NC_024709.1,"Ball python nidovirus strain 07-53, complete genome",17412,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Torovirinae",,,,,,,,,,
NC_032490.1,"Beihai hermit crab virus 4 strain BHJJX25971 1ab, putative glycoprotein 1, hypothetical protein, putative glycoprotein 2, and hypothetical protein genes, complete cds",29385,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032492.1,"Beihai Nido-like virus 2 strain BHXun32263 1ab, putative glycoprotein 1, putative glycoprotein 2, and hypothetical protein genes, complete cds",24648,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_002532.2,"Equine arteritis virus, complete genome",12704,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae",,,,,,,,,,
NC_026439.1,"Forest pouched giant rat arterivirus isolate PREDICT-06509, complete genome",14953,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae",,,,,,,,,,
NC_010306.1,"Gill-associated virus, complete genome",26253,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Roniviridae; Okavirus",,,,,,,,,,
NC_032735.1,"Hubei tetragnatha maxillosa virus 7 strain SSZZ3468 1ab, putative structural polyprotein, and hypothetical protein genes, complete cds",19864,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_020900.1,"Meno virus strain E9/CI/2004, complete genome",19979,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Mesoniviridae; unassigned Mesoniviridae",,,,,,,,,,
KT029139.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/KNIH/002_05_2015, complete genome",30108,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus",,,,,,,,,,
KT029139.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/KNIH/002_05_2015, complete genome",13186,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus",,,,,,,,,,
KF771866.1,"Nam Dinh virus isolate NDiV-NJ8-09, complete genome",20128,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Mesoniviridae; Alphamesonivirus",,,,,,,,,,
NC_020901.1,"Nse virus strain F24/CI/2004, complete genome",20074,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Mesoniviridae; unassigned Mesoniviridae",,,,,,,,,,
NC_003436.1,"Porcine epidemic diarrhea virus, complete genome",28033,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus",,,,,,,,,,
NC_022787.1,"Porcine torovirus strain SH1, complete genome",28301,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Torovirinae; Torovirus",,,,,,,,,,
NC_003092.2,"Simian hemorrhagic fever virus, complete genome",15717,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae",,,,,,,,,,
NC_032763.1,"Wenling nido-like virus 1 strain WLJQ99370 hypothetical protein, putative glycoprotein 1, and putative glycoprotein 2 genes, complete cds",24854,Viruses; unclassified RNA viruses,,,,,,,,,,
KX883631.1,"Wenzhou Nido-like virus 1 strain shrimp13441 RNA-dependent RNA polymerase gene, partial cds",6148,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033457.1,"Wuhan insect virus 19 strain WHCCII13334 1ab, hypothetical protein, and putative structural polyprotein genes, complete cds",15441,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033735.1,"Wuhan nido-like virus 1 strain SCM49454 1ab, hypothetical protein, and putative structural polyprotein genes, complete cds",17562,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033700.1,"Xinzhou toro-like virus strain XZSJSC65757 1ab, putative glycoprotein, and hypothetical protein genes, complete cds",30353,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033700.1,"Xinzhou toro-like virus strain XZSJSC65757 1ab, putative glycoprotein, and hypothetical protein genes, complete cds",15425,Viruses; unclassified RNA viruses,,,,,,,,,,
,,,,,,,,,,,,,
Flavi-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
NC_012932.1,"Aedes flavivirus genomic RNA, complete genome, strain: Narita-21",10026,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_004355.1,"Alkhurma virus, complete genome",10251,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_031327.1,"Anopheles flavivirus variant 1, complete genome",10026,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_012534.1,"Bagaza virus, complete genome",10281,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Ntaya virus group",,,,,,,,,,
NC_003679.1,"Border disease virus X818, complete genome",11688,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_012812.1,"Bovine viral diarrhea virus 3 Th/04_KhonKaen, complete genome",11700,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_009026.2,"Bussuquara virus, complete genome",10290,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_001564.2,"Cell fusing agent virus strain Galveston, complete genome",10026,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_017086.1,"Chaoyang virus, complete genome",10308,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_008604.2,"Culex flavivirus, complete genome",10092,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_030290.1,"Culiseta flavivirus strain 502-13, complete genome",10191,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_001477.1,"Dengue virus 1, complete genome",10179,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Dengue virus group",,,,,,,,,,
NC_016997.1,"Donggang virus, complete genome",10335,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_008718.1,"Entebbe bat virus, complete genome",10236,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Rio Bravo virus group",,,,,,,,,,
NC_020902.1,"Equine Pegivirus 1 isolate C0035, complete genome",10035,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pegivirus",,,,,,,,,,
NC_004102.1,"Hepatitis C virus genotype 1, complete genome",9036,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Hepacivirus",,,,,,,,,,
NC_009028.2,"Ilheus virus, complete genome",10275,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; mosquito-borne viruses",,,,,,,,,,
NC_001437.1,"Japanese encephalitis virus, genome",10299,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group",,,,,,,,,,
NC_026620.1,"Jutiapa virus strain JG-128, complete genome",10125,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Modoc virus group",,,,,,,,,,
NC_005064.1,"Kamiti River virus, complete genome",10074,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_006947.1,"Karshi virus, complete genome",10251,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_035118.1,"Karumba virus isolate KRBV 1892, complete genome",10029,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_012533.1,"Kedougou virus, complete genome",10227,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_009029.2,"Kokobera virus, complete genome",10233,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Kokobera virus group",,,,,,,,,,
NC_003690.1,"Langat virus, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
KY320649.1,"La Tina virus isolate 49_LT96, complete genome",10050,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_035432.1,"Linda virus strain Austria1, complete genome",11772,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_001809.1,"Louping ill virus, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_034204.1,"Menghai flavivirus isolate MHAedFV1, complete genome",10251,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_027819.1,"Mercadeo virus isolate ER-M10, complete genome",10212,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_004119.1,"Montana myotis leukoencephalitis virus, complete genome",10125,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_021069.1,"Mosquito flavivirus isolate LSFlaviV-A20-09, complete genome",10080,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_000943.1,"Murray Valley encephalitis virus, complete genome",10305,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group",,,,,,,,,,
NC_024017.1,"Nhumirim virus strain BrMS-MQ10, complete genome",10338,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_024299.2,"Nienokoue virus isolate B51/CI/2004, complete genome",10071,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
